שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק מס ערך מוסף (תיקון - פטור בעת קניית דירה ראשונה לזוגות צעירים בכל הארץ), התשפ'ג-2022",dup_laws_bot,פ\25\36,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196062,"מע'מ אפס על דירה ראשונה שמחירה פחות מ1.3 מיליון. עיוות מס ומתמרץ לקנות דווקא מקבלנים. חשיבות נמוכה בגלל ההגבלות ראה חוק
פ/1993/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160157",,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק לתיקון פקודת בתי הסוהר (שלילת זכאות למימון שירותי בריאות משפרי איכות חיים לאסיר ביטחוני), התשפ""ג-2022",bignafcomp@gmail.com,פ/37/25,1,https://main.knesset.gov.il/activity/legislation/laws/pages/lawbill.aspx?t=lawsuggestionssearch&lawitemid=2196049,"ככלל, אנחנו מתנגדים למאסר כענישה. אך תומכים במאסר של מי שמסוכן לציבור. מי שמוגדר באסיר בטחוני לרוב מהווה סכנה לציבור לכן לגטימי להחזיק אותו במאסר. העלות למשלמי המיסים צריכה להיות מינימלית תוך כדי שמירה על צלם אנוש. ניתוחים קוסמטיים ושיפור תפקוד לא צריכים להיות מוטלים על משלמי המיסים.",,1,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק העונשין (תיקון - החמרת ענישה על תקיפת קטין או חסר ישע), התשפ'ג-2022",,פ\25\38,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196038,,,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק לתיקון פקודת מס הכנסה (דחיית הגשת דיווח שנתי לעסק שהוקם ברבעון האחרון של השנה), התשפ'ג-2022",dup_laws_bot,פ\25\39,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195988,"undefined ראה חוק
פ/2394/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2146716",,0,0,ולדימיר בליאק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ולדימיר בליאק
"הצעת חוק לתיקון פקודת מס הכנסה (ניכוי הוצאות כיבוד לפגישה מחוץ למקום העיסוק), התשפ'ג-2022",dup_laws_bot,פ\25\40,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196065,"עדכון של הגדרת הוצאות מותרות באופן שיקל את חבות המס של עצמאים. ראה חוק
פ/2393/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2146715",,1,0,ולדימיר בליאק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ולדימיר בליאק
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - החזר דמי נסיעה באמבולנס עבור מטופל בתחום בריאות הנפש), התשפ'ג-2022",,פ\25\41,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195995,,,0,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק לתיקון דיני הרשויות המקומיות (ביטול סמכות שר הפנים לעניין חוקי עזר בדבר פתיחתם וסגירתם של עסקים בימי מנוחה), התשפ'ג-2022",dup_laws_bot,פ\25\42,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195945,"חוק שמבטל את סמכותו של שר הפנים לסגור עסקים בשבת. ראה חוק
פ/13/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081208",,0,0,יוליה מלינובסקי,יבגני סובה,שרון ניר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוליה מלינובסקייבגני סובהשרון ניר
"הצעת חוק שירות אזרחי (תיקון - הארכת גיל הזכאות של נכה נפש לשרת במסגרת שירות לאומי או התנדבות קהילתית), התשפ'ג-2022",dup_laws_bot,פ\25\43,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196056,"אני אישית בעד, אולם אין משמעות ליברלית לחוק ראה חוק
פ/1739/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159100",,0,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק הסדרת העיסוק במקצועות הבריאות (תיקון - טיפול באמצעות אמנויות), התשפג-2022""",ypz1094@gmail.com,פ/44/25,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195837,עוד גילדה,,1,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק ההוצאה לפועל (תיקון - טלפונים ניידים ומחשבים אישיים), התשפ'ג-2022",dup_laws_bot,פ\25\45,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195890,"לרוב, הסכום שיתקבל עבור מכירת מחשב או טלפון נייד משומש לא יצדיק את הפגיעה בפרנסה של החייב, שמקשה עליו להחזיר את חובו. ראה חוק
פ/2858/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2166441",,1,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק חדלות פירעון ושיקום כלכלי (תיקון - מתן דין קדימה לבעלי עסקים קטנים כנושים), התשפ'ג-2022",,פ\25\46,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195948,,,0,0,ולדימיר בליאק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ולדימיר בליאק
"הצעת חוק יום בריאות הנפש, התשפ'ג-2022",dup_laws_bot,פ\25\47,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195806,"כמו כל יום זיכרון, לא מתפקיד המדינה. לא מכריח אשעת לימוד במערכת חינוך, אז כנראה חשיבות נמוכה ראה חוק
פ/1735/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159427",,1,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק זכויות הדייר בדיור הציבורי (תיקון - זכות למגורים בדירה ציבורית לנשים ששהו במקלט לנשים מוכות), התשפ'ג-2022",dup_laws_bot,פ\25\48,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195947,"את הדיור הציבורי יש לבטל. אם כבר נטען שהציבור צריך לסייע להן במימון דיור, עדיף לתת להן כסף שישכרו בשוק החופשי מאשר להיות בזיור ממשלתי מסואב ומוזנח. ראה חוק
פ/2169/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161056",,0,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק זכויות ושירותים לילדים ובני נוער עם קשיים נפשיים, התשפ'ג-2022",,פ\25\49,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195880,,,0,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק המידע הפלילי ותקנת השבים (תיקון - סעיף העונשין), התשפ'ג-2022",dup_laws_bot,פ\25\50,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195924,"מקל על עסקים קטנים בכך שלא יפעילו משטרת מחשבות על שיקולי ההעסקה שלהם ראה חוק
פ/3906/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2192882",,0,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק העונשין (תיקון - קביעת עונש מינימום לעבירות יידוי אבנים), התשפ'ג-2022",dup_laws_bot,פ\25\51,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196072,"עונשי מינימום הם אנטי ליברליים ונוטלים שיקול דעת שיפוטי וגורמים לעודף כליאה כמו בארה'ב ראה חוק
פ/3332/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2169594",,1,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק מיסוי מקרקעין (שבח ורכישה) (תיקון - ייצוג נישום על ידי רואה חשבון), התשפ'ג-2022",,פ\25\52,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196069,,,0,0,מיכאל מלכיאלי,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאליאוריאל בוסו
"הצעת חוק העונשין (תיקון - אלימות במשפחה בנוכחות קטין או חסר ישע), התשפ'ג-2022",,פ\25\53,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195938,,,0,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק מתן סמכויות פיקוח והסמכת מפקחים ופקחים (תיקוני חקיקה), התשפ'ג-2022",,פ\25\54,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196070,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק טיפול בחולי נפש (תיקון - בחירת מקום אשפוז), התשפ'ג-2022",dup_laws_bot,פ\25\55,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195940,"חופש בחירה ראה חוק
פ/1419/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157695",,0,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק זכויות נפגעי עבירה (תיקון - הרחבת זכויות נפגעי עבירה), התשפג-2022""",ypz1094@gmail.com,פ/56/25,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195958,,,0,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק האגודות העותומניות (רישום ופיקוח), התשפ'ג-2022",,פ\25\57,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195987,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק מגן דוד אדום (תיקון - הענקת שירותי רפואה מרחוק), התשפ'ג-2022",,פ\25\58,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195969,,,0,0,מיכל מרים וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל מרים וולדיגר
"הצעת חוק חדלות פירעון ושיקום כלכלי (תיקון - הסמכת בית המשפט לעכב הליכי גבייה), התשפ""ג-2022",bignafcomp@gmail.com,פ/59/25,0,https://main.knesset.gov.il/activity/legislation/laws/pages/lawbill.aspx?t=lawsuggestionssearch&lawitemid=2195975,,,1,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק החברות (תיקון - פרסום דוחות כספיים של מונופול), התשפ'ג-2022",dup_laws_bot,פ\25\60,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196087,"לחייב חברות פרטיות שאינן נסחרות בבורסה שיש להן מונופול (משהו נדיר למדי) לםרסם דוחות כדי שפופוליסטים יוכלו לצווח על דברים שהם לא הבינו שהם מוצאים בדוחות האלה ראה חוק
פ/3390/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2169967",,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק חובת המכרזים (תיקון - העדפת טובין ממוחזרים), התשפ'ג-2022",,פ\25\61,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195980,,,0,0,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלעד קריב
"הצעת חוק החזקת תכשיר אפינפרין במוסדות חינוך ובמקומות ציבוריים (תיקון - החזקת תכשיר אפינפרין בבית אוכל), התשפג-2022""",ypz1094@gmail.com,פ/62/25,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196095,עודף רגולציה,,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק לתיקון פקודת העיריות (מענק הבירה), התשפ'ג-2022",,פ\25\63,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196089,,,0,0,מיכאל מלכיאלי,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאליאוריאל בוסו
"הצעת חוק לתיקון פקודת התעבורה (מאגר מידע של ניקוד מסוכנות לעניין נהגים מקצועיים), התשפ'ג-2022",,פ\25\64,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196091,,,0,0,יעקב אשר,משה גפני,אורי מקלב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרמשה גפניאורי מקלב
"הצעת חוק מס ערך מוסף (תיקון - מס בשיעור אפס על תרכובת מזון לתינוקות), התשפ'ג-2022",,פ\25\65,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196104,,,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק העונשין (תיקון - עבירה כלפי קשיש או חסר ישע), התשפ""ג- 2022",bignafcomp@gmail.com,פ/66/25,-1,https://main.knesset.gov.il/activity/legislation/laws/pages/lawbill.aspx?t=lawsuggestionssearch&lawitemid=2196006,כולל סעיף שמונע הטלת קנס ומכריח מעצר 3 שניםץ עלות למשלמי המיסים במקום קנס שיכול לסייע להורדת מיסים.,,1,0,מיכאל מלכיאלי,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאליאוריאל בוסו
"הצעת חוק טיפול בחולי נפש (תיקון - תנאי אשפוז הולמים), התשפ'ג-2022",,פ\25\67,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196098,,,0,0,מיכל וולדיגר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל וולדיגר
"הצעת חוק סייעות במוסדות חינוך, התשפ'ג-2022",,פ\25\68,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196105,,,0,0,רון כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רון כץ
"הצעת חוק יישום תכנית ההתנתקות (תיקון - ביטול סעיפי הפינוי ושינוי שם החוק), התשפ'ג-2022",dup_laws_bot,פ\25\69,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195706,"מבטל סעיפים שמונעים כניסה לשטחים מסויימים. ונישול זכויות פרטיות בקרקע. ראה חוק
פ/356/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156175",,1,1,אורית מלכה סטרוק,יולי יואל אדלשטיין,שמחה רוטמן,מיכל מרים וולדיגר,אופיר סופר,אוהד טל,משה סולומון,לימור סון הר מלך,עידית סילמן,משה סעדה,מכלוף מיקי זוהר,אופיר כץ,ניסים ואטורי,משה אבוטבול,יואב בן צור,יעקב מרגי,מיכאל מלכיאלי,יואב קיש,ניר ברקת,אמיר אוחנה,ינון אזולאי,יוסף טייב,עמיחי אליהו,צביקה פוגל,שלמה קרעי,עמיחי שיקלי,דני דנון,גילה גמליאל,אופיר אקוניס,טלי גוטליב,חנוך דב מלביצקי,יצחק שמעון וסרלאוף,אלמוג כהן,בועז ביסמוט,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורית מלכה סטרוקיולי יואל אדלשטייןשמחה רוטמןמיכל מרים וולדיגראופיר סופראוהד טלמשה סולומוןלימור סון הר מלךעידית סילמןמשה סעדהמכלוף מיקי זוהראופיר כץניסים ואטורימשה אבוטבוליואב בן צוריעקב מרגימיכאל מלכיאלייואב קישניר ברקתאמיר אוחנהינון אזולאייוסף טייבעמיחי אליהוצביקה פוגלשלמה קרעיעמיחי שיקלידני דנוןגילה גמליאלאופיר אקוניסטלי גוטליבחנוך דב מלביצקייצחק שמעון וסרלאוףאלמוג כהןבועז ביסמוט
"הצעת חוק יישום תכנית ההתנתקות (תיקון - ביטול סעיפי הפינוי ושינוי שם החוק), התשפ'ג-2022",dup_laws_bot,פ\25\70,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196047,"מבטל סעיפים שמונעים כניסה לשטחים מסויימים. ונישול זכויות פרטיות בקרקע. ראה חוק
פ/356/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156175",,0,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק יישום תכנית ההתנתקות (תיקון - ביטול סעיפי הפינוי ושינוי שם החוק), התשפ'ג-2022",dup_laws_bot,פ\25\71,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196787,"מבטל סעיפים שמונעים כניסה לשטחים מסויימים. ונישול זכויות פרטיות בקרקע. ראה חוק
פ/356/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156175",,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק בית הדין לעבודה (תיקון - ערעור לפני בית המשפט העליון), התשפ'ג-2022",,פ\25\72,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196094,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק יישום תכנית ההתנתקות (תיקון - ביטול סעיפי הפינוי ושינוי שם החוק), התשפ'ג-2022",dup_laws_bot,פ\25\73,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197053,"מבטל סעיפים שמונעים כניסה לשטחים מסויימים. ונישול זכויות פרטיות בקרקע. ראה חוק
פ/356/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156175",,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
